127.0.0.1 - - [02/Aug/2017:22:45:07 +0800] "GET /shop/static/img/3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:45:24 +0800] "GET /shop/static/css/bootstrap.min.css.map HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:45:29 +0800] "GET /shop/goods/list.do HTTP/1.1" 500 85408
127.0.0.1 - - [02/Aug/2017:22:45:29 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:45:29 +0800] "GET /shop/static/img/2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:45:29 +0800] "GET /shop/static/img/1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:46:28 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:46:29 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:46:30 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:46:31 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:46:32 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:46:32 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:46:33 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:46:34 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:48:09 +0800] "GET /shop/index.html HTTP/1.1" 200 6159
127.0.0.1 - - [02/Aug/2017:22:48:10 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:48:20 +0800] "GET /shop/detail.html HTTP/1.1" 200 139
127.0.0.1 - - [02/Aug/2017:22:49:04 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:49:04 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:51:35 +0800] "GET /shop/index.html HTTP/1.1" 200 6173
127.0.0.1 - - [02/Aug/2017:22:51:35 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:51:44 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:51:44 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:52:31 +0800] "GET /shop/index.html HTTP/1.1" 200 6179
127.0.0.1 - - [02/Aug/2017:22:52:31 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:52:33 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:52:34 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:52:34 +0800] "GET /shop/index.html HTTP/1.1" 304 -
127.0.0.1 - - [02/Aug/2017:22:52:35 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:52:53 +0800] "GET /shop/index.html HTTP/1.1" 200 6177
127.0.0.1 - - [02/Aug/2017:22:52:53 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
127.0.0.1 - - [02/Aug/2017:22:53:08 +0800] "GET /shop/index.html HTTP/1.1" 200 6178
127.0.0.1 - - [02/Aug/2017:22:53:09 +0800] "GET /shop/goods/list.do HTTP/1.1" 200 681
